,week,shift,production_id,production
183,2.0,2.0,15.0,45.0
184,2.0,2.0,16.0,56.0
185,2.0,2.0,17.0,2.0
186,2.0,2.0,18.0,97.0
187,2.0,2.0,19.0,26.0
188,2.0,2.0,20.0,5.0
189,2.0,2.0,21.0,66.0
190,2.0,2.0,22.0,14.0
191,2.0,2.0,23.0,86.0
192,2.0,2.0,24.0,90.0
193,2.0,2.0,25.0,27.0
194,2.0,2.0,26.0,48.0
195,2.0,2.0,27.0,32.0
196,2.0,2.0,28.0,92.0
197,2.0,2.0,29.0,84.0
198,2.0,2.0,30.0,58.0
199,2.0,2.0,31.0,55.0
200,2.0,2.0,32.0,52.0
201,2.0,2.0,33.0,82.0
202,2.0,2.0,34.0,29.0
203,2.0,2.0,35.0,66.0
204,2.0,2.0,36.0,81.0
205,2.0,2.0,37.0,71.0
206,2.0,2.0,38.0,2.0
207,2.0,2.0,39.0,14.0
208,2.0,2.0,40.0,65.0
209,2.0,2.0,41.0,36.0
210,2.0,3.0,0.0,5.0
211,2.0,3.0,1.0,69.0
212,2.0,3.0,2.0,73.0
213,2.0,3.0,3.0,27.0
214,2.0,3.0,4.0,43.0
215,2.0,3.0,5.0,52.0
216,2.0,3.0,6.0,88.0
217,2.0,3.0,7.0,62.0
218,2.0,3.0,8.0,90.0
219,2.0,3.0,9.0,89.0
220,2.0,3.0,10.0,13.0
221,2.0,3.0,11.0,24.0
222,2.0,3.0,12.0,60.0
223,2.0,3.0,13.0,62.0
224,2.0,3.0,14.0,74.0
225,2.0,3.0,15.0,89.0
226,2.0,3.0,16.0,39.0
227,2.0,3.0,17.0,23.0
228,2.0,3.0,18.0,63.0
229,2.0,3.0,19.0,26.0
230,2.0,3.0,20.0,66.0
231,2.0,3.0,21.0,74.0
232,2.0,3.0,22.0,33.0
233,2.0,3.0,23.0,65.0
234,2.0,3.0,24.0,66.0
235,2.0,3.0,25.0,93.0
236,2.0,3.0,26.0,67.0
237,2.0,3.0,27.0,89.0
238,2.0,3.0,28.0,22.0
239,2.0,3.0,29.0,88.0
240,2.0,3.0,30.0,93.0
241,2.0,3.0,31.0,11.0
242,2.0,3.0,32.0,93.0
243,2.0,3.0,33.0,33.0
244,2.0,3.0,34.0,76.0
245,2.0,3.0,35.0,4.0
246,2.0,3.0,36.0,73.0
247,2.0,3.0,37.0,16.0
248,2.0,3.0,38.0,91.0
249,2.0,3.0,39.0,43.0
250,2.0,3.0,40.0,11.0
251,2.0,3.0,41.0,41.0
252,3.0,1.0,0.0,54.0
253,3.0,1.0,1.0,90.0
254,3.0,1.0,2.0,7.0
255,3.0,1.0,3.0,29.0
256,3.0,1.0,4.0,55.0
257,3.0,1.0,5.0,18.0
258,3.0,1.0,6.0,44.0
259,3.0,1.0,7.0,24.0
260,3.0,1.0,8.0,40.0
261,3.0,1.0,9.0,9.0
262,3.0,1.0,10.0,43.0
263,3.0,1.0,11.0,66.0
264,3.0,1.0,12.0,3.0
265,3.0,1.0,13.0,58.0
266,3.0,1.0,14.0,87.0
267,3.0,1.0,15.0,17.0
268,3.0,1.0,16.0,43.0
269,3.0,1.0,17.0,56.0
270,3.0,1.0,18.0,74.0
271,3.0,1.0,19.0,26.0
272,3.0,1.0,20.0,46.0
273,3.0,1.0,21.0,22.0
274,3.0,1.0,22.0,60.0
275,3.0,1.0,23.0,55.0
276,3.0,1.0,24.0,81.0
277,3.0,1.0,25.0,51.0
278,3.0,1.0,26.0,92.0
279,3.0,1.0,27.0,31.0
280,3.0,1.0,28.0,68.0
281,3.0,1.0,29.0,64.0
282,3.0,1.0,30.0,21.0
283,3.0,1.0,31.0,67.0
284,3.0,1.0,32.0,5.0
285,3.0,1.0,33.0,10.0
286,3.0,1.0,34.0,15.0
287,3.0,1.0,35.0,50.0
288,3.0,1.0,36.0,46.0
289,3.0,1.0,37.0,31.0
290,3.0,1.0,38.0,39.0
291,3.0,1.0,39.0,47.0
292,3.0,1.0,40.0,11.0
293,3.0,1.0,41.0,17.0
294,3.0,2.0,0.0,76.0
295,3.0,2.0,1.0,77.0
296,3.0,2.0,2.0,47.0
297,3.0,2.0,3.0,23.0
298,3.0,2.0,4.0,93.0
299,3.0,2.0,5.0,48.0
300,3.0,2.0,6.0,70.0
301,3.0,2.0,7.0,85.0
302,3.0,2.0,8.0,65.0
303,3.0,2.0,9.0,92.0
304,3.0,2.0,10.0,86.0
305,3.0,2.0,11.0,10.0
306,3.0,2.0,12.0,31.0
307,3.0,2.0,13.0,74.0
308,3.0,2.0,14.0,47.0
309,3.0,2.0,15.0,57.0
310,3.0,2.0,16.0,36.0
311,3.0,2.0,17.0,88.0
312,3.0,2.0,18.0,81.0
313,3.0,2.0,19.0,70.0
314,3.0,2.0,20.0,20.0
315,3.0,2.0,21.0,41.0
316,3.0,2.0,22.0,63.0
317,3.0,2.0,23.0,68.0
318,3.0,2.0,24.0,47.0
319,3.0,2.0,25.0,50.0
320,3.0,2.0,26.0,19.0
321,3.0,2.0,27.0,98.0
322,3.0,2.0,28.0,76.0
323,3.0,2.0,29.0,47.0
324,3.0,2.0,30.0,20.0
325,3.0,2.0,31.0,21.0
326,3.0,2.0,32.0,42.0
327,3.0,2.0,33.0,73.0
328,3.0,2.0,34.0,96.0
329,3.0,2.0,35.0,26.0
330,3.0,2.0,36.0,0.0
331,3.0,2.0,37.0,29.0
332,3.0,2.0,38.0,36.0
333,3.0,2.0,39.0,68.0
334,3.0,2.0,40.0,67.0
335,3.0,2.0,41.0,65.0
336,3.0,3.0,0.0,92.0
337,3.0,3.0,1.0,16.0
338,3.0,3.0,2.0,34.0
339,3.0,3.0,3.0,0.0
340,3.0,3.0,4.0,37.0
341,3.0,3.0,5.0,43.0
342,3.0,3.0,6.0,92.0
343,3.0,3.0,7.0,52.0
344,3.0,3.0,8.0,35.0
345,3.0,3.0,9.0,3.0
346,3.0,3.0,10.0,26.0
347,3.0,3.0,11.0,96.0
348,3.0,3.0,12.0,60.0
349,3.0,3.0,13.0,25.0
350,3.0,3.0,14.0,60.0
351,3.0,3.0,15.0,23.0
352,3.0,3.0,16.0,10.0
353,3.0,3.0,17.0,0.0
354,3.0,3.0,18.0,85.0
355,3.0,3.0,19.0,63.0
356,3.0,3.0,20.0,2.0
357,3.0,3.0,21.0,50.0
358,3.0,3.0,22.0,71.0
359,3.0,3.0,23.0,10.0
360,3.0,3.0,24.0,18.0
361,3.0,3.0,25.0,15.0
362,3.0,3.0,26.0,56.0
363,3.0,3.0,27.0,91.0
364,3.0,3.0,28.0,12.0
365,3.0,3.0,29.0,19.0
366,3.0,3.0,30.0,12.0
367,3.0,3.0,31.0,1.0
368,3.0,3.0,32.0,59.0
369,3.0,3.0,33.0,25.0
370,3.0,3.0,34.0,78.0
371,3.0,3.0,35.0,43.0
372,3.0,3.0,36.0,42.0
373,3.0,3.0,37.0,29.0
374,3.0,3.0,38.0,43.0
375,3.0,3.0,39.0,78.0
376,3.0,3.0,40.0,54.0
377,3.0,3.0,41.0,97.0
378,4.0,1.0,0.0,52.0
379,4.0,1.0,1.0,73.0
380,4.0,1.0,2.0,55.0
381,4.0,1.0,3.0,46.0
382,4.0,1.0,4.0,16.0
383,4.0,1.0,5.0,42.0
384,4.0,1.0,6.0,9.0
385,4.0,1.0,7.0,9.0
386,4.0,1.0,8.0,68.0
387,4.0,1.0,9.0,73.0
388,4.0,1.0,10.0,24.0
389,4.0,1.0,11.0,20.0
390,4.0,1.0,12.0,5.0
391,4.0,1.0,13.0,19.0
392,4.0,1.0,14.0,37.0
393,4.0,1.0,15.0,23.0
394,4.0,1.0,16.0,44.0
395,4.0,1.0,17.0,85.0
396,4.0,1.0,18.0,8.0
397,4.0,1.0,19.0,42.0
398,4.0,1.0,20.0,23.0
399,4.0,1.0,21.0,63.0
400,4.0,1.0,22.0,91.0
401,4.0,1.0,23.0,0.0
402,4.0,1.0,24.0,79.0
403,4.0,1.0,25.0,92.0
404,4.0,1.0,26.0,92.0
405,4.0,1.0,27.0,8.0
406,4.0,1.0,28.0,70.0
407,4.0,1.0,29.0,73.0
408,4.0,1.0,30.0,33.0
409,4.0,1.0,31.0,90.0
410,4.0,1.0,32.0,18.0
411,4.0,1.0,33.0,79.0
412,4.0,1.0,34.0,42.0
413,4.0,1.0,35.0,8.0
414,4.0,1.0,36.0,17.0
415,4.0,1.0,37.0,39.0
416,4.0,1.0,38.0,80.0
417,4.0,1.0,39.0,40.0
418,4.0,1.0,40.0,41.0
419,4.0,1.0,41.0,33.0
420,4.0,2.0,0.0,92.0
421,4.0,2.0,1.0,93.0
422,4.0,2.0,2.0,93.0
423,4.0,2.0,3.0,14.0
424,4.0,2.0,4.0,90.0
425,4.0,2.0,5.0,83.0
426,4.0,2.0,6.0,44.0
427,4.0,2.0,7.0,79.0
428,4.0,2.0,8.0,28.0
429,4.0,2.0,9.0,21.0
430,4.0,2.0,10.0,97.0
431,4.0,2.0,11.0,2.0
432,4.0,2.0,12.0,86.0
433,4.0,2.0,13.0,89.0
434,4.0,2.0,14.0,12.0
435,4.0,2.0,15.0,54.0
436,4.0,2.0,16.0,25.0
437,4.0,2.0,17.0,17.0
438,4.0,2.0,18.0,15.0
439,4.0,2.0,19.0,25.0
440,4.0,2.0,20.0,27.0
441,4.0,2.0,21.0,38.0
442,4.0,2.0,22.0,5.0
443,4.0,2.0,23.0,11.0
444,4.0,2.0,24.0,41.0
445,4.0,2.0,25.0,100.0
446,4.0,2.0,26.0,20.0
447,4.0,2.0,27.0,78.0
448,4.0,2.0,28.0,82.0
449,4.0,2.0,29.0,61.0
450,4.0,2.0,30.0,3.0
451,4.0,2.0,31.0,88.0
452,4.0,2.0,32.0,30.0
453,4.0,2.0,33.0,100.0
454,4.0,2.0,34.0,39.0
455,4.0,2.0,35.0,67.0
456,4.0,2.0,36.0,66.0
457,4.0,2.0,37.0,55.0
458,4.0,2.0,38.0,14.0
459,4.0,2.0,39.0,58.0
460,4.0,2.0,40.0,95.0
461,4.0,2.0,41.0,71.0
462,4.0,3.0,0.0,9.0
463,4.0,3.0,1.0,66.0
464,4.0,3.0,2.0,81.0
465,4.0,3.0,3.0,39.0
466,4.0,3.0,4.0,7.0
467,4.0,3.0,5.0,90.0
468,4.0,3.0,6.0,6.0
469,4.0,3.0,7.0,2.0
470,4.0,3.0,8.0,44.0
471,4.0,3.0,9.0,37.0
472,4.0,3.0,10.0,7.0
473,4.0,3.0,11.0,61.0
474,4.0,3.0,12.0,4.0
475,4.0,3.0,13.0,51.0
476,4.0,3.0,14.0,7.0
477,4.0,3.0,15.0,82.0
478,4.0,3.0,16.0,31.0
479,4.0,3.0,17.0,57.0
480,4.0,3.0,18.0,25.0
481,4.0,3.0,19.0,91.0
482,4.0,3.0,20.0,62.0
483,4.0,3.0,21.0,50.0
484,4.0,3.0,22.0,23.0
485,4.0,3.0,23.0,71.0
486,4.0,3.0,24.0,14.0
487,4.0,3.0,25.0,83.0
488,4.0,3.0,26.0,73.0
489,4.0,3.0,27.0,48.0
490,4.0,3.0,28.0,9.0
491,4.0,3.0,29.0,58.0
492,4.0,3.0,30.0,74.0
493,4.0,3.0,31.0,56.0
494,4.0,3.0,32.0,28.0
495,4.0,3.0,33.0,16.0
496,4.0,3.0,34.0,3.0
497,4.0,3.0,35.0,48.0
498,4.0,3.0,36.0,90.0
499,4.0,3.0,37.0,92.0
500,4.0,3.0,38.0,73.0
501,4.0,3.0,39.0,72.0
502,4.0,3.0,40.0,84.0
503,4.0,3.0,41.0,51.0
504,5.0,1.0,0.0,22.0
505,5.0,1.0,1.0,56.0
506,5.0,1.0,2.0,49.0
507,5.0,1.0,3.0,74.0
508,5.0,1.0,4.0,49.0
509,5.0,1.0,5.0,50.0
510,5.0,1.0,6.0,14.0
511,5.0,1.0,7.0,97.0
512,5.0,1.0,8.0,48.0
513,5.0,1.0,9.0,73.0
514,5.0,1.0,10.0,93.0
515,5.0,1.0,11.0,71.0
516,5.0,1.0,12.0,45.0
517,5.0,1.0,13.0,55.0
518,5.0,1.0,14.0,46.0
519,5.0,1.0,15.0,10.0
520,5.0,1.0,16.0,75.0
521,5.0,1.0,17.0,48.0
522,5.0,1.0,18.0,60.0
523,5.0,1.0,19.0,74.0
524,5.0,1.0,20.0,32.0
525,5.0,1.0,21.0,55.0
526,5.0,1.0,22.0,94.0
527,5.0,1.0,23.0,36.0
528,5.0,1.0,24.0,37.0
529,5.0,1.0,25.0,23.0
530,5.0,1.0,26.0,34.0
531,5.0,1.0,27.0,93.0
532,5.0,1.0,28.0,61.0
533,5.0,1.0,29.0,79.0
534,5.0,1.0,30.0,13.0
535,5.0,1.0,31.0,34.0
536,5.0,1.0,32.0,49.0
537,5.0,1.0,33.0,96.0
538,5.0,1.0,34.0,33.0
539,5.0,1.0,35.0,87.0
540,5.0,1.0,36.0,68.0
541,5.0,1.0,37.0,98.0
542,5.0,1.0,38.0,79.0
543,5.0,1.0,39.0,43.0
544,5.0,1.0,40.0,59.0
545,5.0,1.0,41.0,83.0
546,5.0,2.0,0.0,68.0
547,5.0,2.0,1.0,0.0
548,5.0,2.0,2.0,85.0
549,5.0,2.0,3.0,9.0
550,5.0,2.0,4.0,21.0
551,5.0,2.0,5.0,93.0
552,5.0,2.0,6.0,54.0
553,5.0,2.0,7.0,91.0
554,5.0,2.0,8.0,54.0
555,5.0,2.0,9.0,1.0
556,5.0,2.0,10.0,71.0
557,5.0,2.0,11.0,58.0
558,5.0,2.0,12.0,36.0
559,5.0,2.0,13.0,95.0
560,5.0,2.0,14.0,34.0
561,5.0,2.0,15.0,8.0
562,5.0,2.0,16.0,88.0
563,5.0,2.0,17.0,10.0
564,5.0,2.0,18.0,25.0
565,5.0,2.0,19.0,31.0
566,5.0,2.0,20.0,74.0
567,5.0,2.0,21.0,10.0
568,5.0,2.0,22.0,22.0
569,5.0,2.0,23.0,72.0
570,5.0,2.0,24.0,73.0
571,5.0,2.0,25.0,92.0
572,5.0,2.0,26.0,24.0
573,5.0,2.0,27.0,54.0
574,5.0,2.0,28.0,73.0
575,5.0,2.0,29.0,6.0
576,5.0,2.0,30.0,13.0
577,5.0,2.0,31.0,96.0
578,5.0,2.0,32.0,4.0
579,5.0,2.0,33.0,87.0
580,5.0,2.0,34.0,44.0
581,5.0,2.0,35.0,15.0
582,5.0,2.0,36.0,22.0
583,5.0,2.0,37.0,43.0
584,5.0,2.0,38.0,100.0
585,5.0,2.0,39.0,4.0
586,5.0,2.0,40.0,45.0
587,5.0,2.0,41.0,61.0
588,5.0,3.0,0.0,100.0
589,5.0,3.0,1.0,37.0
590,5.0,3.0,2.0,18.0
591,5.0,3.0,3.0,58.0
592,5.0,3.0,4.0,30.0
593,5.0,3.0,5.0,61.0
594,5.0,3.0,6.0,94.0
595,5.0,3.0,7.0,5.0
596,5.0,3.0,8.0,90.0
597,5.0,3.0,9.0,28.0
598,5.0,3.0,10.0,50.0
599,5.0,3.0,11.0,32.0
600,5.0,3.0,12.0,98.0
601,5.0,3.0,13.0,55.0
602,5.0,3.0,14.0,29.0
603,5.0,3.0,15.0,97.0
604,5.0,3.0,16.0,23.0
605,5.0,3.0,17.0,29.0
606,5.0,3.0,18.0,3.0
607,5.0,3.0,19.0,57.0
608,5.0,3.0,20.0,9.0
609,5.0,3.0,21.0,38.0
610,5.0,3.0,22.0,78.0
611,5.0,3.0,23.0,98.0
612,5.0,3.0,24.0,57.0
613,5.0,3.0,25.0,78.0
614,5.0,3.0,26.0,22.0
615,5.0,3.0,27.0,0.0
616,5.0,3.0,28.0,68.0
617,5.0,3.0,29.0,52.0
618,5.0,3.0,30.0,98.0
619,5.0,3.0,31.0,0.0
620,5.0,3.0,32.0,86.0
621,5.0,3.0,33.0,64.0
622,5.0,3.0,34.0,60.0
623,5.0,3.0,35.0,44.0
624,5.0,3.0,36.0,98.0
625,5.0,3.0,37.0,100.0
626,5.0,3.0,38.0,34.0
627,5.0,3.0,39.0,57.0
628,5.0,3.0,40.0,39.0
629,5.0,3.0,41.0,54.0
630,6.0,1.0,0.0,92.0
631,6.0,1.0,1.0,7.0
632,6.0,1.0,2.0,37.0
633,6.0,1.0,3.0,79.0
634,6.0,1.0,4.0,96.0
635,6.0,1.0,5.0,7.0
636,6.0,1.0,6.0,56.0
637,6.0,1.0,7.0,32.0
638,6.0,1.0,8.0,67.0
639,6.0,1.0,9.0,31.0
640,6.0,1.0,10.0,86.0
641,6.0,1.0,11.0,70.0
642,6.0,1.0,12.0,26.0
643,6.0,1.0,13.0,91.0
644,6.0,1.0,14.0,65.0
645,6.0,1.0,15.0,45.0
646,6.0,1.0,16.0,79.0
647,6.0,1.0,17.0,98.0
648,6.0,1.0,18.0,17.0
649,6.0,1.0,19.0,99.0
650,6.0,1.0,20.0,59.0
651,6.0,1.0,21.0,27.0
652,6.0,1.0,22.0,64.0
653,6.0,1.0,23.0,21.0
654,6.0,1.0,24.0,73.0
655,6.0,1.0,25.0,55.0
656,6.0,1.0,26.0,100.0
657,6.0,1.0,27.0,1.0
658,6.0,1.0,28.0,58.0
659,6.0,1.0,29.0,53.0
660,6.0,1.0,30.0,36.0
661,6.0,1.0,31.0,68.0
662,6.0,1.0,32.0,68.0
663,6.0,1.0,33.0,74.0
664,6.0,1.0,34.0,98.0
665,6.0,1.0,35.0,80.0
666,6.0,1.0,36.0,35.0
667,6.0,1.0,37.0,15.0
668,6.0,1.0,38.0,44.0
669,6.0,1.0,39.0,3.0
670,6.0,1.0,40.0,84.0
671,6.0,1.0,41.0,97.0
672,6.0,2.0,0.0,22.0
673,6.0,2.0,1.0,21.0
674,6.0,2.0,2.0,27.0
675,6.0,2.0,3.0,58.0
676,6.0,2.0,4.0,51.0
677,6.0,2.0,5.0,5.0
678,6.0,2.0,6.0,40.0
679,6.0,2.0,7.0,26.0
680,6.0,2.0,8.0,88.0
681,6.0,2.0,9.0,25.0
682,6.0,2.0,10.0,0.0
683,6.0,2.0,11.0,54.0
684,6.0,2.0,12.0,97.0
685,6.0,2.0,13.0,68.0
686,6.0,2.0,14.0,35.0
687,6.0,2.0,15.0,95.0
688,6.0,2.0,16.0,12.0
689,6.0,2.0,17.0,93.0
690,6.0,2.0,18.0,79.0
691,6.0,2.0,19.0,99.0
692,6.0,2.0,20.0,37.0
693,6.0,2.0,21.0,10.0
694,6.0,2.0,22.0,14.0
695,6.0,2.0,23.0,55.0
696,6.0,2.0,24.0,50.0
697,6.0,2.0,25.0,29.0
698,6.0,2.0,26.0,72.0
699,6.0,2.0,27.0,40.0
700,6.0,2.0,28.0,47.0
701,6.0,2.0,29.0,59.0
702,6.0,2.0,30.0,52.0
703,6.0,2.0,31.0,92.0
704,6.0,2.0,32.0,66.0
705,6.0,2.0,33.0,89.0
706,6.0,2.0,34.0,1.0
707,6.0,2.0,35.0,6.0
708,6.0,2.0,36.0,5.0
709,6.0,2.0,37.0,25.0
710,6.0,2.0,38.0,3.0
711,6.0,2.0,39.0,70.0
712,6.0,2.0,40.0,84.0
713,6.0,2.0,41.0,77.0
714,6.0,3.0,0.0,82.0
715,6.0,3.0,1.0,34.0
716,6.0,3.0,2.0,41.0
717,6.0,3.0,3.0,45.0
718,6.0,3.0,4.0,35.0
719,6.0,3.0,5.0,60.0
720,6.0,3.0,6.0,38.0
721,6.0,3.0,7.0,31.0
722,6.0,3.0,8.0,41.0
723,6.0,3.0,9.0,37.0
724,6.0,3.0,10.0,88.0
725,6.0,3.0,11.0,24.0
726,6.0,3.0,12.0,18.0
727,6.0,3.0,13.0,37.0
728,6.0,3.0,14.0,37.0
729,6.0,3.0,15.0,68.0
730,6.0,3.0,16.0,77.0
731,6.0,3.0,17.0,31.0
732,6.0,3.0,18.0,26.0
733,6.0,3.0,19.0,71.0
734,6.0,3.0,20.0,100.0
735,6.0,3.0,21.0,13.0
736,6.0,3.0,22.0,54.0
737,6.0,3.0,23.0,22.0
738,6.0,3.0,24.0,100.0
739,6.0,3.0,25.0,7.0
740,6.0,3.0,26.0,7.0
741,6.0,3.0,27.0,23.0
742,6.0,3.0,28.0,44.0
743,6.0,3.0,29.0,88.0
744,6.0,3.0,30.0,49.0
745,6.0,3.0,31.0,11.0
746,6.0,3.0,32.0,24.0
747,6.0,3.0,33.0,18.0
748,6.0,3.0,34.0,77.0
749,6.0,3.0,35.0,24.0
750,6.0,3.0,36.0,80.0
751,6.0,3.0,37.0,14.0
752,6.0,3.0,38.0,95.0
753,6.0,3.0,39.0,5.0
754,6.0,3.0,40.0,73.0
755,6.0,3.0,41.0,66.0
756,7.0,1.0,0.0,49.0
757,7.0,1.0,1.0,17.0
758,7.0,1.0,2.0,15.0
759,7.0,1.0,3.0,97.0
760,7.0,1.0,4.0,61.0
761,7.0,1.0,5.0,68.0
762,7.0,1.0,6.0,69.0
763,7.0,1.0,7.0,43.0
764,7.0,1.0,8.0,81.0
765,7.0,1.0,9.0,6.0
766,7.0,1.0,10.0,68.0
767,7.0,1.0,11.0,19.0
768,7.0,1.0,12.0,42.0
769,7.0,1.0,13.0,18.0
770,7.0,1.0,14.0,61.0
771,7.0,1.0,15.0,19.0
772,7.0,1.0,16.0,49.0
773,7.0,1.0,17.0,91.0
774,7.0,1.0,18.0,5.0
775,7.0,1.0,19.0,33.0
