,week,shift,warning_id,occur
488,5.0,2.0,7.0,0.0
489,5.0,2.0,8.0,1.0
490,5.0,2.0,9.0,1.0
491,5.0,2.0,10.0,0.0
492,5.0,2.0,11.0,1.0
493,5.0,2.0,12.0,0.0
494,5.0,2.0,13.0,0.0
495,5.0,2.0,14.0,1.0
496,5.0,2.0,15.0,0.0
497,5.0,2.0,16.0,1.0
498,5.0,2.0,17.0,0.0
499,5.0,2.0,18.0,1.0
500,5.0,2.0,19.0,1.0
501,5.0,2.0,20.0,1.0
502,5.0,2.0,21.0,0.0
503,5.0,2.0,22.0,0.0
504,5.0,2.0,23.0,1.0
505,5.0,2.0,24.0,0.0
506,5.0,2.0,25.0,0.0
507,5.0,2.0,26.0,0.0
508,5.0,2.0,27.0,1.0
509,5.0,2.0,28.0,1.0
510,5.0,2.0,29.0,1.0
511,5.0,2.0,30.0,1.0
512,5.0,2.0,31.0,1.0
513,5.0,2.0,32.0,1.0
514,5.0,2.0,33.0,1.0
515,5.0,2.0,34.0,1.0
516,5.0,2.0,35.0,0.0
517,5.0,2.0,36.0,1.0
518,5.0,3.0,0.0,0.0
519,5.0,3.0,1.0,0.0
520,5.0,3.0,2.0,0.0
521,5.0,3.0,3.0,0.0
522,5.0,3.0,4.0,0.0
523,5.0,3.0,5.0,1.0
524,5.0,3.0,6.0,1.0
525,5.0,3.0,7.0,1.0
526,5.0,3.0,8.0,0.0
527,5.0,3.0,9.0,1.0
528,5.0,3.0,10.0,0.0
529,5.0,3.0,11.0,0.0
530,5.0,3.0,12.0,0.0
531,5.0,3.0,13.0,0.0
532,5.0,3.0,14.0,1.0
533,5.0,3.0,15.0,1.0
534,5.0,3.0,16.0,1.0
535,5.0,3.0,17.0,0.0
536,5.0,3.0,18.0,0.0
537,5.0,3.0,19.0,1.0
538,5.0,3.0,20.0,1.0
539,5.0,3.0,21.0,0.0
540,5.0,3.0,22.0,1.0
541,5.0,3.0,23.0,0.0
542,5.0,3.0,24.0,0.0
543,5.0,3.0,25.0,0.0
544,5.0,3.0,26.0,0.0
545,5.0,3.0,27.0,0.0
546,5.0,3.0,28.0,0.0
547,5.0,3.0,29.0,0.0
548,5.0,3.0,30.0,0.0
549,5.0,3.0,31.0,1.0
550,5.0,3.0,32.0,1.0
551,5.0,3.0,33.0,0.0
552,5.0,3.0,34.0,1.0
553,5.0,3.0,35.0,1.0
554,5.0,3.0,36.0,0.0
555,6.0,1.0,0.0,1.0
556,6.0,1.0,1.0,1.0
557,6.0,1.0,2.0,1.0
558,6.0,1.0,3.0,0.0
559,6.0,1.0,4.0,0.0
560,6.0,1.0,5.0,0.0
561,6.0,1.0,6.0,0.0
562,6.0,1.0,7.0,0.0
563,6.0,1.0,8.0,0.0
564,6.0,1.0,9.0,1.0
565,6.0,1.0,10.0,0.0
566,6.0,1.0,11.0,1.0
567,6.0,1.0,12.0,0.0
568,6.0,1.0,13.0,1.0
569,6.0,1.0,14.0,0.0
570,6.0,1.0,15.0,0.0
571,6.0,1.0,16.0,1.0
572,6.0,1.0,17.0,0.0
573,6.0,1.0,18.0,0.0
574,6.0,1.0,19.0,0.0
575,6.0,1.0,20.0,0.0
576,6.0,1.0,21.0,0.0
577,6.0,1.0,22.0,0.0
578,6.0,1.0,23.0,0.0
579,6.0,1.0,24.0,1.0
580,6.0,1.0,25.0,0.0
581,6.0,1.0,26.0,0.0
582,6.0,1.0,27.0,1.0
583,6.0,1.0,28.0,1.0
584,6.0,1.0,29.0,0.0
585,6.0,1.0,30.0,1.0
586,6.0,1.0,31.0,1.0
587,6.0,1.0,32.0,0.0
588,6.0,1.0,33.0,1.0
589,6.0,1.0,34.0,0.0
590,6.0,1.0,35.0,1.0
591,6.0,1.0,36.0,0.0
592,6.0,2.0,0.0,0.0
593,6.0,2.0,1.0,1.0
594,6.0,2.0,2.0,1.0
595,6.0,2.0,3.0,1.0
596,6.0,2.0,4.0,0.0
597,6.0,2.0,5.0,1.0
598,6.0,2.0,6.0,0.0
599,6.0,2.0,7.0,0.0
600,6.0,2.0,8.0,1.0
601,6.0,2.0,9.0,0.0
602,6.0,2.0,10.0,1.0
603,6.0,2.0,11.0,0.0
604,6.0,2.0,12.0,0.0
605,6.0,2.0,13.0,1.0
606,6.0,2.0,14.0,1.0
607,6.0,2.0,15.0,0.0
608,6.0,2.0,16.0,1.0
609,6.0,2.0,17.0,0.0
610,6.0,2.0,18.0,0.0
611,6.0,2.0,19.0,0.0
612,6.0,2.0,20.0,1.0
613,6.0,2.0,21.0,1.0
614,6.0,2.0,22.0,0.0
615,6.0,2.0,23.0,1.0
616,6.0,2.0,24.0,0.0
617,6.0,2.0,25.0,1.0
618,6.0,2.0,26.0,0.0
619,6.0,2.0,27.0,1.0
620,6.0,2.0,28.0,1.0
621,6.0,2.0,29.0,0.0
622,6.0,2.0,30.0,1.0
623,6.0,2.0,31.0,1.0
624,6.0,2.0,32.0,1.0
625,6.0,2.0,33.0,0.0
626,6.0,2.0,34.0,0.0
627,6.0,2.0,35.0,1.0
628,6.0,2.0,36.0,0.0
629,6.0,3.0,0.0,1.0
630,6.0,3.0,1.0,1.0
631,6.0,3.0,2.0,0.0
632,6.0,3.0,3.0,1.0
633,6.0,3.0,4.0,1.0
634,6.0,3.0,5.0,0.0
635,6.0,3.0,6.0,1.0
636,6.0,3.0,7.0,1.0
637,6.0,3.0,8.0,0.0
638,6.0,3.0,9.0,1.0
639,6.0,3.0,10.0,0.0
640,6.0,3.0,11.0,1.0
641,6.0,3.0,12.0,1.0
642,6.0,3.0,13.0,1.0
643,6.0,3.0,14.0,0.0
644,6.0,3.0,15.0,0.0
645,6.0,3.0,16.0,1.0
646,6.0,3.0,17.0,1.0
647,6.0,3.0,18.0,1.0
648,6.0,3.0,19.0,0.0
649,6.0,3.0,20.0,1.0
650,6.0,3.0,21.0,0.0
651,6.0,3.0,22.0,1.0
652,6.0,3.0,23.0,0.0
653,6.0,3.0,24.0,1.0
654,6.0,3.0,25.0,0.0
655,6.0,3.0,26.0,0.0
656,6.0,3.0,27.0,0.0
657,6.0,3.0,28.0,1.0
658,6.0,3.0,29.0,1.0
659,6.0,3.0,30.0,1.0
660,6.0,3.0,31.0,0.0
661,6.0,3.0,32.0,0.0
662,6.0,3.0,33.0,0.0
663,6.0,3.0,34.0,0.0
664,6.0,3.0,35.0,0.0
665,6.0,3.0,36.0,1.0
666,7.0,1.0,0.0,0.0
667,7.0,1.0,1.0,0.0
668,7.0,1.0,2.0,1.0
669,7.0,1.0,3.0,0.0
670,7.0,1.0,4.0,0.0
671,7.0,1.0,5.0,1.0
672,7.0,1.0,6.0,0.0
673,7.0,1.0,7.0,0.0
674,7.0,1.0,8.0,1.0
675,7.0,1.0,9.0,0.0
676,7.0,1.0,10.0,1.0
677,7.0,1.0,11.0,1.0
678,7.0,1.0,12.0,1.0
679,7.0,1.0,13.0,0.0
680,7.0,1.0,14.0,1.0
681,7.0,1.0,15.0,0.0
682,7.0,1.0,16.0,0.0
683,7.0,1.0,17.0,1.0
684,7.0,1.0,18.0,0.0
685,7.0,1.0,19.0,1.0
686,7.0,1.0,20.0,0.0
687,7.0,1.0,21.0,1.0
688,7.0,1.0,22.0,0.0
689,7.0,1.0,23.0,1.0
690,7.0,1.0,24.0,0.0
691,7.0,1.0,25.0,1.0
692,7.0,1.0,26.0,1.0
693,7.0,1.0,27.0,0.0
694,7.0,1.0,28.0,0.0
695,7.0,1.0,29.0,1.0
696,7.0,1.0,30.0,1.0
697,7.0,1.0,31.0,0.0
698,7.0,1.0,32.0,1.0
699,7.0,1.0,33.0,0.0
700,7.0,1.0,34.0,0.0
701,7.0,1.0,35.0,0.0
702,7.0,1.0,36.0,1.0
703,7.0,2.0,0.0,1.0
704,7.0,2.0,1.0,1.0
705,7.0,2.0,2.0,0.0
706,7.0,2.0,3.0,1.0
707,7.0,2.0,4.0,0.0
708,7.0,2.0,5.0,0.0
709,7.0,2.0,6.0,1.0
710,7.0,2.0,7.0,1.0
711,7.0,2.0,8.0,0.0
712,7.0,2.0,9.0,1.0
713,7.0,2.0,10.0,1.0
714,7.0,2.0,11.0,0.0
715,7.0,2.0,12.0,1.0
716,7.0,2.0,13.0,1.0
717,7.0,2.0,14.0,0.0
718,7.0,2.0,15.0,0.0
719,7.0,2.0,16.0,0.0
720,7.0,2.0,17.0,0.0
721,7.0,2.0,18.0,0.0
722,7.0,2.0,19.0,0.0
723,7.0,2.0,20.0,0.0
724,7.0,2.0,21.0,0.0
725,7.0,2.0,22.0,1.0
726,7.0,2.0,23.0,0.0
727,7.0,2.0,24.0,0.0
728,7.0,2.0,25.0,1.0
729,7.0,2.0,26.0,1.0
730,7.0,2.0,27.0,0.0
731,7.0,2.0,28.0,0.0
732,7.0,2.0,29.0,0.0
733,7.0,2.0,30.0,0.0
734,7.0,2.0,31.0,0.0
735,7.0,2.0,32.0,0.0
736,7.0,2.0,33.0,1.0
737,7.0,2.0,34.0,1.0
738,7.0,2.0,35.0,1.0
739,7.0,2.0,36.0,0.0
740,7.0,3.0,0.0,1.0
741,7.0,3.0,1.0,1.0
742,7.0,3.0,2.0,1.0
743,7.0,3.0,3.0,1.0
744,7.0,3.0,4.0,1.0
745,7.0,3.0,5.0,0.0
746,7.0,3.0,6.0,1.0
747,7.0,3.0,7.0,0.0
748,7.0,3.0,8.0,0.0
749,7.0,3.0,9.0,1.0
750,7.0,3.0,10.0,0.0
751,7.0,3.0,11.0,1.0
752,7.0,3.0,12.0,1.0
753,7.0,3.0,13.0,1.0
754,7.0,3.0,14.0,1.0
755,7.0,3.0,15.0,1.0
756,7.0,3.0,16.0,1.0
757,7.0,3.0,17.0,1.0
758,7.0,3.0,18.0,0.0
759,7.0,3.0,19.0,0.0
760,7.0,3.0,20.0,0.0
761,7.0,3.0,21.0,0.0
762,7.0,3.0,22.0,0.0
763,7.0,3.0,23.0,1.0
764,7.0,3.0,24.0,1.0
765,7.0,3.0,25.0,1.0
766,7.0,3.0,26.0,1.0
767,7.0,3.0,27.0,1.0
768,7.0,3.0,28.0,1.0
769,7.0,3.0,29.0,0.0
770,7.0,3.0,30.0,0.0
771,7.0,3.0,31.0,1.0
772,7.0,3.0,32.0,1.0
773,7.0,3.0,33.0,1.0
774,7.0,3.0,34.0,0.0
775,7.0,3.0,35.0,1.0
